NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06546865,Slim Sheath 22F Holmium Laser Enucleation of the Prostate (HoLEP) vs 26 F Sheath HoLEP for BPH: RCT,https://clinicaltrials.gov/study/NCT06546865,RECRUITING,Benign Prostatic Hyperplasia,DEVICE: 22F Sheath Size|DEVICE: 26F Sheath Size,Thunder Bay Regional Health Research Institute,,INTERVENTIONAL
NCT06546852,The Effect of Fluid Training Given to Hemodialysis Patients on Interdialytic Fluid Intake and Blood Pressure,https://clinicaltrials.gov/study/NCT06546852,COMPLETED,Education|Nursing Caries,BEHAVIORAL: education,University of Beykent,,INTERVENTIONAL
NCT06546839,SPSIPB vs SAPB for Thoracoscopic Surgery,https://clinicaltrials.gov/study/NCT06546839,NOT_YET_RECRUITING,Lung Diseases|Lung Cancer|Lung Neoplasms|Lung Cancer Metastatic|Thoracic Diseases|Thoracic Cancer|Thoracic Neoplasms,DRUG: SPSIPB blcok|DRUG: SAPB block|DRUG: Postoperative analgesia management,Medipol University,,INTERVENTIONAL
NCT06546826,Alveolar Ridge Preservation After Tooth Extraction,https://clinicaltrials.gov/study/NCT06546826,ACTIVE_NOT_RECRUITING,Alveolar Bone Loss,PROCEDURE: BARP,International Piezosurgery Academy,"University of Trieste, Department of Medicine, Surgery and Health Sciences|Universidade do Porto",OBSERVATIONAL
NCT06546813,Outcomes of ICT Assistive Technology in RehabiliTAtIoN Pathways,https://clinicaltrials.gov/study/NCT06546813,RECRUITING,Communication Aids for Disabled|Communication Disorders|Motor Disorders|Cognitive Disorder,OTHER: scales and questionnaire administration,Fondazione Don Carlo Gnocchi Onlus,"Ministry of Health, Italy",OBSERVATIONAL
NCT06546800,SPECIAL INVESTIGATION FOR ABRYSVO IN INDIVIDUALS AGED 60 YEARS OR OLDER,https://clinicaltrials.gov/study/NCT06546800,NOT_YET_RECRUITING,Respiratory Syncytial Virus Infection,BIOLOGICAL: RSVpreF vaccine,Pfizer,,OBSERVATIONAL
NCT06546787,The Effect of Interpersonal Relationships Psychotherapy on Breast Cancer Patients,https://clinicaltrials.gov/study/NCT06546787,NOT_YET_RECRUITING,Breast Cancer Patients Diagnosed,OTHER: PSYCHOTHERAPY,Koç University,,INTERVENTIONAL
NCT06546774,The Effect of Melatonin Supplementation on Cumulus Cells and IVF Outcomes,https://clinicaltrials.gov/study/NCT06546774,RECRUITING,Unrecognized Condition,DIETARY_SUPPLEMENT: Melatonin,Kaohsiung Veterans General Hospital.,,INTERVENTIONAL
NCT06546761,Selective Coronary Revascularization in Carotid Artery Disease Patients After Carotid Revascularization (SCORECAD Trial),https://clinicaltrials.gov/study/NCT06546761,RECRUITING,Carotid Stenosis|Coronary Artery Disease,DIAGNOSTIC_TEST: Coronary CT angiography and FFRct analysis,Pauls Stradins Clinical University Hospital,,OBSERVATIONAL
NCT06546748,Mini Crush or Double Kissing Crush Stenting Techniques For Complex Left Main Bifurcation Lesions,https://clinicaltrials.gov/study/NCT06546748,RECRUITING,Left Main Coronary Artery Disease,,Istanbul Mehmet Akif Ersoy Educational and Training Hospital,Koşuyolu Kartal Heart Training and Research Hospital|Basaksehir Cam & Sakura City Hospital|Medipol University|Sisli Hamidiye Etfal Training and Research Hospital|Bağcılar Training and Research Hospital|Ankara Etlik City Hospital|Dr. Siyami Ersek Thoracic and Cardiovascular Surgery Training and Research Hospital,OBSERVATIONAL
NCT06546735,Efficacy and Safety of Two Fixed-dose Combinations in Men With Lower Urinary Tract Symptoms Associated With Benign Prostatic Hyperplasia. (BENIPRO),https://clinicaltrials.gov/study/NCT06546735,NOT_YET_RECRUITING,Benign Prostatic Hyperplasia With Lower Urinary Tract Symptoms,DRUG: N0728|DRUG: Vesomni®,Eurofarma Laboratorios S.A.,,INTERVENTIONAL
NCT06546722,Transversus Thoracic Plane Block for Perioperative Analgesia in Cardiac Surgery,https://clinicaltrials.gov/study/NCT06546722,NOT_YET_RECRUITING,Transversus Thoracic Plane Block|Cardiac Surgery|Post Operative Pain,PROCEDURE: Transversus Thoracic Plane Block,Saint-Joseph University,,INTERVENTIONAL
NCT06546709,DMID 23-0015; Lassa Fever CVD 1000,https://clinicaltrials.gov/study/NCT06546709,NOT_YET_RECRUITING,Lassa Fever,BIOLOGICAL: LASSARAB+ aPHAD-SEat 700rU|BIOLOGICAL: HDCV Comparator|OTHER: Normal Saline Placebo|BIOLOGICAL: LASSARAB+ aPHAD-SEat 1400rU,"Wilbur Chen, MD, MS",,INTERVENTIONAL
NCT06546696,The ADAPT Trial: Adapting Evidence-Based Obesity Interventions in Community Settings,https://clinicaltrials.gov/study/NCT06546696,NOT_YET_RECRUITING,Childhood Obesity,BEHAVIORAL: Competency Based Approaches to Community Health (COACH),Vanderbilt University Medical Center,,INTERVENTIONAL
NCT06546683,Brain Responses to Short-Chain Fatty Acid Intervention,https://clinicaltrials.gov/study/NCT06546683,NOT_YET_RECRUITING,Stress|Healthy Volunteers,OTHER: Short-Chain Fatty Acids|OTHER: Placebo,Universitaire Ziekenhuizen KU Leuven,,INTERVENTIONAL
NCT06546670,A Phase I/II Study of ITU512 in Healthy Participants and Patients With Sickle Cell Disease,https://clinicaltrials.gov/study/NCT06546670,NOT_YET_RECRUITING,Sickle Cell Disease,DRUG: ITU512|DRUG: Placebo,Novartis Pharmaceuticals,,INTERVENTIONAL
NCT06546657,Glucose Variability in Type 1 Diabetes (T1D) and Glycaemic Responses to Food Composition.,https://clinicaltrials.gov/study/NCT06546657,COMPLETED,Type 1 Diabetes,OTHER: Breakfast,University of Stirling,,OBSERVATIONAL
NCT06546644,A Structured School-based Health Intervention for the Obesity Prevention,https://clinicaltrials.gov/study/NCT06546644,NOT_YET_RECRUITING,"Child Obesity|Child Behavior|Obesity, Childhood",BEHAVIORAL: Structured school-based intervention,Universiti Putra Malaysia,University of Lahore,INTERVENTIONAL
NCT06546631,Investigating Mechanistic Predictors of Interpatient Variability and Temozolomide (TMZ) Induced Haematological Toxicity for Glioma Patients,https://clinicaltrials.gov/study/NCT06546631,NOT_YET_RECRUITING,Glioma,,University College Cork,University Hospital of Limerick|University Hospital Waterford,OBSERVATIONAL
NCT06546618,Little Cigar and Cigarillo Warnings to Reduce Tobacco-Related Cancers and Disease - Eye Tracking,https://clinicaltrials.gov/study/NCT06546618,NOT_YET_RECRUITING,Tobacco Use,BEHAVIORAL: pictorial warning and no flavor|BEHAVIORAL: pictorial warning and 'sweet' flavor|BEHAVIORAL: text-only warning and no flavor|BEHAVIORAL: text-only warning and 'sweet' flavor,UNC Lineberger Comprehensive Cancer Center,National Cancer Institute (NCI)|Food and Drug Administration (FDA),INTERVENTIONAL
NCT06546605,A Randomized Crossover Study on Diverse Training Methods to Enhance University Athletes' Performance and Health,https://clinicaltrials.gov/study/NCT06546605,NOT_YET_RECRUITING,Athletic Performance|Plyometric Exercise|Healthy,DEVICE: Whole-Body Electrical Muscle Stimulation (WB-EMS) Training|BEHAVIORAL: Plyometric Training|BEHAVIORAL: Functional Training,University of Macau,,INTERVENTIONAL
NCT06546592,Locally Optimised Contouring With AI Technology for Radiotherapy,https://clinicaltrials.gov/study/NCT06546592,NOT_YET_RECRUITING,Contouring|Segmentation|Radiation Therapy|Artificial Intelligence|Deep Learning,DEVICE: AI assisted contouring,Royal North Shore Hospital,,INTERVENTIONAL
NCT06546579,Sensitivity of Self-collected Skin Sampling for Scabies: a Pilot Study,https://clinicaltrials.gov/study/NCT06546579,RECRUITING,Scabies,DIAGNOSTIC_TEST: Skin sampling,Radboud University Medical Center,,INTERVENTIONAL
NCT06546566,Video Game-Based and Conventional Breathing Exercises on Pulmonary and Extrapulmonary Features in Children With Asthma,https://clinicaltrials.gov/study/NCT06546566,RECRUITING,Asthma in Children,OTHER: Video Game-Based Breathing Exercises|OTHER: Conventional Breathing Exercises,Atlas University,,INTERVENTIONAL
NCT06546553,A Study to Learn About How Different Amounts of the Study Medicine PF-07826390 Act in the Body of People With Cancer When Taken Alone or With Other Anti-cancer Medicines.,https://clinicaltrials.gov/study/NCT06546553,NOT_YET_RECRUITING,Neoplasms|Non-small-cell Lung Cancer|Squamous Cell Carcinoma of the Head and Neck|Renal Cell Carcinoma|Colorectal Carcinoma|Ovarian Carcinoma,DRUG: PF-07826390|BIOLOGICAL: sasanlimab|OTHER: SOC (anti-PD-1 + platinum -based chemo),Pfizer,,INTERVENTIONAL
NCT06546540,The Safety and Efficacy of Telitacicept in the Treatment of Systemic Sclerosis,https://clinicaltrials.gov/study/NCT06546540,RECRUITING,Systemic Sclerosis,DRUG: Telitacicept,Peking University Third Hospital,,INTERVENTIONAL
NCT06546527,Study of [177Lu]Lu-PSMA-137 In Metastatic Castrate Resistant Prostate Cancer（mCRPC）,https://clinicaltrials.gov/study/NCT06546527,NOT_YET_RECRUITING,Prostate Cancer,DRUG: [177Lu]Lu-PSMA-137,Peking University First Hospital,,INTERVENTIONAL
NCT06546514,"The Impact of Breath Exercise Training on Postoperative Pain, Anxiety, and Nausea-Vomiting in General Surgery Patients",https://clinicaltrials.gov/study/NCT06546514,COMPLETED,"Postoperative Pain, Acute|Postoperative Nausea and Vomiting|Patient Relations, Nurse",OTHER: Breath Exercise,Ataturk University,,INTERVENTIONAL
NCT06546501,[Trial of device that is not approved or cleared by the U.S. FDA],https://clinicaltrials.gov/study/NCT06546501,WITHHELD,,,[Redacted],,
NCT06546488,Cognitive Assessment Tools for Huntington's Disease.,https://clinicaltrials.gov/study/NCT06546488,NOT_YET_RECRUITING,Huntington Disease,BEHAVIORAL: Assessments,Ohio State University,,OBSERVATIONAL
NCT06546475,A Pilot Trial of Tapering Antipsychotics for Patients in Remitted Psychosis Co-administering With N-Acetylcysteine,https://clinicaltrials.gov/study/NCT06546475,NOT_YET_RECRUITING,Psychosis,DRUG: N-Acetylcysteine,National Taiwan University Hospital,,INTERVENTIONAL
NCT06546462,Can a Specific OMT Protocol Influence Patient Pain and Associated Analgesia Use for Primary Headache Disorders?,https://clinicaltrials.gov/study/NCT06546462,NOT_YET_RECRUITING,Headache Disorders|Headache|Analgesia|Opioid Use|Osteopathy,OTHER: Osteopathic Manipulative Treatment (OMT)|OTHER: Sham Light touch arm,New York Institute of Technology,,INTERVENTIONAL
NCT06546449,A Phase 1 Trial of LH-001 vs Placebo in Healthy Participants,https://clinicaltrials.gov/study/NCT06546449,NOT_YET_RECRUITING,Healthy,DRUG: LH-001|DRUG: Placebo,Chien-Liang Lin,National Institute on Aging (NIA),INTERVENTIONAL
NCT06546436,The Safety and Efficiency of a Single Dose of CARC-101C in Patients With Autoimmune Type 1 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT06546436,NOT_YET_RECRUITING,Autoimmune Type 1 Diabetes Mellitus(T1DM),DRUG: CARC-101C,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,Carcell Biopharma Ltd.,INTERVENTIONAL
NCT06546423,"Study of the Infectivity, Safety and Immunogenicity of Two Recombinant, Live-Attenuated, B/HPIV3 Vectored Vaccines Expressing the Fusion Glycoprotein of HMPV Delivered by Nasal Spray to HPIV3-Seropositive Children 24 to <60 Months of Age",https://clinicaltrials.gov/study/NCT06546423,RECRUITING,Human Metapneumovirus; Human Parainfluenza Virus Type 3,BIOLOGICAL: B/HPIV3/HMPV-PreF-A vaccine|BIOLOGICAL: B/HPIV3/HMPV-F-B365 vaccine|DRUG: Placebo,National Institute of Allergy and Infectious Diseases (NIAID),Johns Hopkins Bloomberg School of Public Health|Vanderbilt University Medical Center|University of Rochester,INTERVENTIONAL
NCT06546410,OASIS: RetrOspective Analysis on EEGs for Identifying Seizure Susceptibility in paediatrIcs Using biomarkerS,https://clinicaltrials.gov/study/NCT06546410,NOT_YET_RECRUITING,Epilepsy|Epilepsy in Children,DEVICE: BioEP,Neuronostics Ltd,,OBSERVATIONAL
NCT06546397,Study on the Effect of Combined Estrogen and Progestogen Therapy on Endometrial Repair After Induced Abortion,https://clinicaltrials.gov/study/NCT06546397,RECRUITING,Pregnancy Complications,DRUG: 17β-estradiol/dydrogesterone tablets,Women's Hospital School Of Medicine Zhejiang University,,INTERVENTIONAL
NCT06546384,"GLP-1 RA on Alcohol Consumption, Metabolism and Liver Parameters in Patients With Obesity and Fatty Liver Disease",https://clinicaltrials.gov/study/NCT06546384,NOT_YET_RECRUITING,Adiposity|Fatty Liver|Alcohol Use Disorder,DRUG: Liraglutide|BEHAVIORAL: Weight reduction recommendations (nutritional and exercise),"Insel Gruppe AG, University Hospital Bern",,INTERVENTIONAL
NCT06546371,Spinal Cord Stimulation for Intractable Mononeuropathy,https://clinicaltrials.gov/study/NCT06546371,RECRUITING,Mononeuropathies|Spinal Cord Stimulation,DEVICE: Spinal cord stimulator,Erasmus Medical Center,Boston Scientific Corporation,INTERVENTIONAL
NCT06546358,Quetiapine Versus Trazadone in Women With Postpartum Depression,https://clinicaltrials.gov/study/NCT06546358,NOT_YET_RECRUITING,Postpartum Depression,DRUG: Trazodone|DRUG: Quetiapine,Lawson Health Research Institute,,INTERVENTIONAL
NCT06546345,Post Market Clinical Follow-Up KeriFlex®,https://clinicaltrials.gov/study/NCT06546345,RECRUITING,Rheumatoid Arthritis|Degenerative Arthritis|Traumatic Arthritis,DEVICE: KeriFlex®,Keri Medical SA,,OBSERVATIONAL
NCT06546332,Post Market Clinical Follow-Up KeriFuse®,https://clinicaltrials.gov/study/NCT06546332,RECRUITING,Arthritis,DEVICE: KeriFuse®,Keri Medical SA,,OBSERVATIONAL
NCT06546319,"Music Therapy to Address Patients' Journeys With Chronic Illness, Outcomes, and Readmission - MAJOR CHORD RCT",https://clinicaltrials.gov/study/NCT06546319,NOT_YET_RECRUITING,Heart Failure|Chronic Obstructive Pulmonary Disease,BEHAVIORAL: Music Therapy,Samuel Rodgers-Melnick,Kulas Foundation,INTERVENTIONAL
NCT06546306,Post Market Clinical Follow-Up TOUCH® CMC 1,https://clinicaltrials.gov/study/NCT06546306,ACTIVE_NOT_RECRUITING,Osteoarthritis Thumb,DEVICE: TOUCH® CMC 1,Keri Medical SA,,OBSERVATIONAL
NCT06546293,Core Stabilization Training in Juvenile Spondyloarthropathy,https://clinicaltrials.gov/study/NCT06546293,RECRUITING,Spondylarthritis|Spondylarthropathies|Juvenile Idiopathic Arthritis,OTHER: core stabilization exercises|OTHER: daily physical activity program,Istanbul University - Cerrahpasa (IUC),,INTERVENTIONAL
NCT06546280,A Study of Camrelizumab Plus Apatinib as Adjuvant Therapy in Patients With Hepatocellular Carcinoma at High Risk of Recurrence After Radical Resection or Ablation,https://clinicaltrials.gov/study/NCT06546280,NOT_YET_RECRUITING,Hepatocellular Carcinoma,DRUG: Camrelizumab|DRUG: Apatinib,Zhujiang Hospital,,INTERVENTIONAL
NCT06546267,Advanced Radiotherapy (ART) in Prostate Cancer (PROST-ART),https://clinicaltrials.gov/study/NCT06546267,RECRUITING,Prostate Cancer,RADIATION: Image Guided Radiotherapy|RADIATION: Intensity Modulated Radiotherapy|RADIATION: Stereotactic Body Radiotherapy,IRCCS San Raffaele,,OBSERVATIONAL
NCT06546254,1% Lidocaine Paracervical Block for Endometrial Biopsy,https://clinicaltrials.gov/study/NCT06546254,NOT_YET_RECRUITING,Endometrial Biopsy,DRUG: Lidocaine 1% Injectable Solution|DRUG: Saline|OTHER: Capped needle,"Mount Sinai Hospital, Canada",,INTERVENTIONAL
NCT06546241,Celebrandome: Preliminary Study,https://clinicaltrials.gov/study/NCT06546241,COMPLETED,Body Image|Self Esteem,BEHAVIORAL: Celebrandome,Arizona State University,"Dove Self Esteem Project, Unilever Inc",INTERVENTIONAL
NCT06546228,Long Term Predictors of Acute Myocardial Infarction in Patients With Coronary Revascularization,https://clinicaltrials.gov/study/NCT06546228,COMPLETED,Acute Myocardial Infarction|Revascularization,OTHER: No intervention. Only observational.,"Azienda Ospedaliera Universitaria Policlinico ""G. Martino""",,OBSERVATIONAL
NCT06546215,Bioequivalence Study of Digoxin Tablet in Healthy Subjects,https://clinicaltrials.gov/study/NCT06546215,COMPLETED,Heart Failure,DRUG: Digoxin,Xiangya Hospital of Central South University,,INTERVENTIONAL
NCT06546202,Real-World Pharmacological Treatment Pattern of Neuropathic Pain in China,https://clinicaltrials.gov/study/NCT06546202,NOT_YET_RECRUITING,Diabetic Peripheral Neuropathic Pain|Chemotherapy-induced Peripheral Neuropathy|Neuropathic Pain,OTHER: No Drug,Daiichi Sankyo,"Daiichi Sankyo (China) Holdings Co., Ltd.",OBSERVATIONAL
NCT06546189,Oral Lactobacillus Supplementation as Treatment for Overactive Bladder Syndrome: A Randomised Controlled Trial,https://clinicaltrials.gov/study/NCT06546189,NOT_YET_RECRUITING,Overactive Bladder Syndrome,DIETARY_SUPPLEMENT: OMNi BiOTiC® 41167|OTHER: Placebo,Medical University of Vienna,,INTERVENTIONAL
NCT06546176,End to End Anastomosis With Omega Suture Versus End to Anterior Rectal Wall In Colorectal Anastomosis in Sigmoid and Upper Rectal Cancer,https://clinicaltrials.gov/study/NCT06546176,RECRUITING,End to End Anastomosis|Colorectal Anastomosis|End to Anterior Rectal Wall|Sigmoid Cancer|Upper Rectal Cancer,OTHER: End to end with Omega suture|OTHER: End to anterior rectal wall,Ain Shams University,,INTERVENTIONAL
NCT06546163,The Effects of Heart Rate Variability Biofeedback on College Students With Disordered Eating,https://clinicaltrials.gov/study/NCT06546163,COMPLETED,"Eating Disorders|Eating, Binge|Anorexia Nervosa/Bulimia|Eating Disorder Binge|Heart Rate Variability|Psychological Distress|Emotion Regulation|Autonomic Nervous System",BEHAVIORAL: Baseline survey|BEHAVIORAL: Heart rate variability biofeedback|BEHAVIORAL: Educational materials,Arizona State University,,INTERVENTIONAL
NCT06546150,RE002 T Cell Injection for the Treatment of KRAS G12D Mutated Solid Tumors,https://clinicaltrials.gov/study/NCT06546150,NOT_YET_RECRUITING,KRAS G12D|T Cell Therapy,BIOLOGICAL: RE002 T cell,Henan Cancer Hospital,,INTERVENTIONAL
NCT06546137,National Network for Cardiovascular Genomics: Advancing Cardiovascular Healthcare for Hereditary Diseases in Brazil's Unified Health System Through a Multicenter Registry,https://clinicaltrials.gov/study/NCT06546137,NOT_YET_RECRUITING,"Cardiomyopathy, Hypertrophic|Cardiomyopathy, Dilated|Cardiomyopathy Restrictive|Arrhythmogenic Right Ventricular Dysplasia|Non-Compaction Cardiomyopathy|Familial Hypercholesterolemia|Marfan Syndrome|Ehlers-Danlos Syndrome, Vascular Type|Loeys-Dietz Syndrome|Long QT Syndrome|Short Qt Syndrome|Brugada Syndrome|Catecholaminergic Polymorphic Ventricular Tachycardia",DIAGNOSTIC_TEST: whole genome sequencing,Hospital do Coracao,Instituto Nacional de Cardiologia de Laranjeiras|Universidade Federal do Rio de Janeiro,OBSERVATIONAL
NCT06546124,Treatment of Upper Trapezius Muscle Myofascial Pain Syndrome,https://clinicaltrials.gov/study/NCT06546124,RECRUITING,Myofascial Pain Syndrome,OTHER: Deep Fascia Dry needling Technique|OTHER: Intramuscular Trigger Point Dry Needling Technique,Abant Izzet Baysal University,,INTERVENTIONAL
